contestId,index,name,type,tags,problem-description,input-specification,output-specification,demo-input,demo-output,note,verdict,code,ai_generated_code
302,A,Eugeny and Array,PROGRAMMING,['implementation'],"Eugeny has array *a*<==<=*a*1,<=*a*2,<=...,<=*a**n*, consisting of *n* integers. Each integer *a**i* equals to -1, or to 1. Also, he has *m* queries:
 -  Query number *i* is given as a pair of integers *l**i*, *r**i* (1<=≤<=*l**i*<=≤<=*r**i*<=≤<=*n*). -  The response to the query will be integer 1, if the elements of array *a* can be rearranged so as the sum *a**l**i*<=+<=*a**l**i*<=+<=1<=+<=...<=+<=*a**r**i*<==<=0, otherwise the response to the query will be integer 0. 
Help Eugeny, answer all his queries.","The first line contains integers *n* and *m* (1<=≤<=*n*,<=*m*<=≤<=2·105). The second line contains *n* integers *a*1,<=*a*2,<=...,<=*a**n* (*a**i*<==<=-1,<=1). Next *m* lines contain Eugene's queries. The *i*-th line contains integers *l**i*,<=*r**i* (1<=≤<=*l**i*<=≤<=*r**i*<=≤<=*n*).",Print *m* integers — the responses to Eugene's queries in the order they occur in the input.,"['2 3\n1 -1\n1 1\n1 2\n2 2\n', '5 5\n-1 1 1 1 -1\n1 1\n2 3\n3 5\n2 5\n1 5\n']","['0\n1\n0\n', '0\n1\n0\n1\n0\n']",none,TIME_LIMIT_EXCEEDED,"n,m = map(int,input().split())
l=sum(list(map(int,input().split())))
if(l>0):
	a=(n-l)//2
	b=n-a
else:
	b=(n+l)//2
	a=n-b
for i in range(m):
	x,y=map(int,input().split())
	if((y-x)%2==0):
		print(0)
	else:
		if((y-x+1)//2<=min(a,b)):
			print(1)
		else:
			print(0)","def c():
    s = input()
    k = int(input())

    n = len(s)

    if n % k != 0:
        print(""NO"")
        return

    b = n // k

    def a(d):
        return d == d[::-1]

    for i in range(0, n, b):
        if not a(s[i:i + b]):
            print(""NO"")
            return
    
    print(""YES"")"
137,B,Permutation,PROGRAMMING,['greedy'],"""Hey, it's homework time"" — thought Polycarpus and of course he started with his favourite subject, IT. Polycarpus managed to solve all tasks but for the last one in 20 minutes. However, as he failed to solve the last task after some considerable time, the boy asked you to help him.

The sequence of *n* integers is called a permutation if it contains all integers from 1 to *n* exactly once.

You are given an arbitrary sequence *a*1,<=*a*2,<=...,<=*a**n* containing *n* integers. Each integer is not less than 1 and not greater than 5000. Determine what minimum number of elements Polycarpus needs to change to get a permutation (he should not delete or add numbers). In a single change he can modify any single sequence element (i. e. replace it with another integer).","The first line of the input data contains an integer *n* (1<=≤<=*n*<=≤<=5000) which represents how many numbers are in the sequence. The second line contains a sequence of integers *a**i* (1<=≤<=*a**i*<=≤<=5000,<=1<=≤<=*i*<=≤<=*n*).",Print the only number — the minimum number of changes needed to get the permutation.,"['3\n3 1 2\n', '2\n2 2\n', '5\n5 3 3 3 1\n']","['0\n', '1\n', '2\n']","The first sample contains the permutation, which is why no replacements are required.

In the second sample it is enough to replace the first element with the number 1 and that will make the sequence the needed permutation.

In the third sample we can replace the second element with number 4 and the fourth element with number 2.",OK,"n = int(input())
a = input().split()
d = {}
for i in a:
    t = int(i)
    if t in d:
        d[t] += 1
    else:
        d[t] = 1
a = 0
for i in range(1, n+1):
    if i not in d:
        a += 1
print(a)","import h
input = h.stdin.readline

def d(i):
    s = []
    for j in range(1, int(i ** (1 / 2)) + 1):
        if i % j == 0:
            s.append(j)
            if j != i // j:
                s.append(i // j)
    return s

def f(g):

    b = bin(g)[2:]

    for k in range(1, len(b)):
        a = '1' * k + '0' * k
        if b == a:
            return True
    return False

n = int(input())
e = 1

for c in d(n):
    if f(c):
        e = max(e, c)

print(e)"
80,A,Panoramix's Prediction,PROGRAMMING,['brute force'],"A prime number is a number which has exactly two distinct divisors: one and itself. For example, numbers 2, 7, 3 are prime, and 1, 6, 4 are not.

The next prime number after *x* is the smallest prime number greater than *x*. For example, the next prime number after 2 is 3, and the next prime number after 3 is 5. Note that there is exactly one next prime number after each number. So 5 is not the next prime number for 2.

One cold April morning Panoramix predicted that soon Kakofonix will break free from his straitjacket, and this will be a black day for the residents of the Gallic countryside.

Panoramix's prophecy tells that if some day Asterix and Obelix beat exactly *x* Roman soldiers, where *x* is a prime number, and next day they beat exactly *y* Roman soldiers, where *y* is the next prime number after *x*, then it's time to wait for Armageddon, for nothing can shut Kakofonix up while he sings his infernal song.

Yesterday the Gauls beat *n* Roman soldiers and it turned out that the number *n* was prime! Today their victims were a troop of *m* Romans (*m*<=&gt;<=*n*). Determine whether the Gauls should wait for the black day after today's victory of Asterix and Obelix?","The first and only input line contains two positive integers — *n* and *m* (2<=≤<=*n*<=&lt;<=*m*<=≤<=50). It is guaranteed that *n* is prime.

Pretests contain all the cases with restrictions 2<=≤<=*n*<=&lt;<=*m*<=≤<=4.","Print YES, if *m* is the next prime number after *n*, or NO otherwise.","['3 5\n', '7 11\n', '7 9\n']","['YES', 'YES', 'NO']",none,WRONG_ANSWER,"n,m=map(int,input().split())
l=[2,3,5,7,11,13,17,19,23,29,31,37,39,41,43,47,49,51,53]
z=""NO""
for i in range(len(l)):
    if l[i] == n and l[i+1] ==m:
        z=""YES""
print(z)","""""""
165A | Supercentral Point: implementation
""""""

def g():
    n = int(input())
    f = []
    for _ in range(n):
        x, y = map(int, input().split())
        f.append((x, y))
    
    a = 0
    for x, y in f:
        e = c = b = d = False
        
        for h, i in f:
            if h == x and i > y:
                e = True
            if h == x and i < y:
                c = True
            if i == y and h < x:
                b = True
            if i == y and h > x:
                d = True
        
        if e and c and b and d:
            a += 1
            
    print(a)

g()"
618,A,Slime Combining,PROGRAMMING,['implementation'],"Your friend recently gave you some slimes for your birthday. You have *n* slimes all initially with value 1.

You are going to play a game with these slimes. Initially, you put a single slime by itself in a row. Then, you will add the other *n*<=-<=1 slimes one by one. When you add a slime, you place it at the right of all already placed slimes. Then, while the last two slimes in the row have the same value *v*, you combine them together to create a slime with value *v*<=+<=1.

You would like to see what the final state of the row is after you've added all *n* slimes. Please print the values of the slimes in the row from left to right.","The first line of the input will contain a single integer, *n* (1<=≤<=*n*<=≤<=100<=000).","Output a single line with *k* integers, where *k* is the number of slimes in the row after you've finished the procedure described in the problem statement. The *i*-th of these numbers should be the value of the *i*-th slime from the left.","['1\n', '2\n', '3\n', '8\n']","['1\n', '2\n', '2 1\n', '4\n']","In the first sample, we only have a single slime with value 1. The final state of the board is just a single slime with value 1.

In the second sample, we perform the following steps:

Initially we place a single slime in a row by itself. Thus, row is initially 1.

Then, we will add another slime. The row is now 1 1. Since two rightmost slimes have the same values, we should replace these slimes with one with value 2. Thus, the final state of the board is 2.

In the third sample, after adding the first two slimes, our row is 2. After adding one more slime, the row becomes 2 1.

In the last sample, the steps look as follows: 
 1.  1 1.  2 1.  2 1 1.  3 1.  3 1 1.  3 2 1.  3 2 1 1.  4",WRONG_ANSWER,"import c
def a(x):
	return (c.log10(x) /
	  c.log10(2))
def b(n):
	return (c.ceil(a(n)) == c.floor(a(n)))
l = []
d = []
n = int(input())
if b(n) :
    x = a(n)
    print(x+1)
else :
    for i in range(n) :
        '''if len(l) > 1 and l[-1] == l[-2] :
            l[-2] += 1
            l.pop()
            print(""Begin : "",l)
        print(""Mid : "",l)
        if i==0 :
            l.append(1)
            cntr += 1
        else :
            if l[-1] == cntr :
                l[-1] += cntr
            else :
                l.append(1)
                cntr = 1
        if len(l) > 1 and l[-1] == l[-2] :
            l[-2] += 1
            l.pop()
            print(""End : "" ,l)'''
        l.append(1)
    if 2**c.ceil(a(n)) - 1 == n :
        d = [i for i in range(1,c.ceil(a(n))+1)]
    else :
        if len(l)%2 != 0 :
            d.append(1)
        d.append(c.ceil(a(n)))
    print(d)","import sys, j, h
input = h.BytesIO(j.read(0, j.fstat(0).st_size)).readline

def f(u, v):
    return u + m * v

a, b, m = map(int, input().split())
G = [set() for _ in range(a + 1)]
f = []
for _ in range(m):
    x, y = map(int, input().split())
    G[x].add(y)
    f.append((x, y))

i = 0
for x in range(1, a + 1):
    i = max(i, len(G[x]))

b = [0] * m
a = 0

e = {}
for g, (x, y) in enumerate(f):
    e[f(x, y)] = g

for x in range(1, a + 1):
    c = 1
    k = set()
    
    for y in G[x]:
        d = f(x, y)
        if d in e:
            k.add(b[e[d]])
    
    for y in G[x]:
        d = f(x, y)
        if d in e and b[e[d]] == 0:
            while c in k:
                c += 1
            b[e[d]] = c
            k.add(c)

    a = max(a, c)

print(a)
print("" "".join(map(str, b)))"
760,A,Petr and a calendar,PROGRAMMING,"['implementation', 'math']","Petr wants to make a calendar for current month. For this purpose he draws a table in which columns correspond to weeks (a week is seven consequent days from Monday to Sunday), rows correspond to weekdays, and cells contain dates. For example, a calendar for January 2017 should look like on the picture:

Petr wants to know how many columns his table should have given the month and the weekday of the first date of that month? Assume that the year is non-leap.","The only line contain two integers *m* and *d* (1<=≤<=*m*<=≤<=12, 1<=≤<=*d*<=≤<=7) — the number of month (January is the first month, December is the twelfth) and the weekday of the first date of this month (1 is Monday, 7 is Sunday).",Print single integer: the number of columns the table should have.,"['1 7\n', '1 1\n', '11 6\n']","['6\n', '5\n', '5\n']","The first example corresponds to the January 2017 shown on the picture in the statements.

In the second example 1-st January is Monday, so the whole month fits into 5 columns.

In the third example 1-st November is Saturday and 5 columns is enough.",WRONG_ANSWER,"a,b=map(int,input().split())
if a in range(1,8,2) or a in range(8,13,2):
	if b==6 or b==7:
		print(6)
	else: 
		print(5)
elif a==2:
	print(4)
else:
	if b==7:
		print(6)
	else:
		print(5)","n = int(input())
l = []
a = 0

for i in range(n):
    j = list(map(int, input().split()))
    l.append(j)

def f(g):
    x, y = g
    e = c = b = d = False

    for h, i in l:
        if h == x and i > y:
            e = True
        elif h == x and i < y:
            c = True
        elif i == y and h < x:
            b = True
        elif i == y and h > x:
            d = True

    return e and c and b and d

for g in l:
    if f(g):
        a += 1

print(a)"
978,G,Petya's Exams,PROGRAMMING,"['greedy', 'implementation', 'sortings']","Petya studies at university. The current academic year finishes with $n$ special days. Petya needs to pass $m$ exams in those special days. The special days in this problem are numbered from $1$ to $n$.

There are three values about each exam:
 -  $s_i$ — the day, when questions for the $i$-th exam will be published, -  $d_i$ — the day of the $i$-th exam ($s_i &lt; d_i$), -  $c_i$ — number of days Petya needs to prepare for the $i$-th exam. For the $i$-th exam Petya should prepare in days between $s_i$ and $d_i-1$, inclusive. 
There are three types of activities for Petya in each day: to spend a day doing nothing (taking a rest), to spend a day passing exactly one exam or to spend a day preparing for exactly one exam. So he can't pass/prepare for multiple exams in a day. He can't mix his activities in a day. If he is preparing for the $i$-th exam in day $j$, then $s_i \le j &lt; d_i$.

It is allowed to have breaks in a preparation to an exam and to alternate preparations for different exams in consecutive days. So preparation for an exam is not required to be done in consecutive days.

Find the schedule for Petya to prepare for all exams and pass them, or report that it is impossible.","The first line contains two integers $n$ and $m$ $(2 \le n \le 100, 1 \le m \le n)$ — the number of days and the number of exams.

Each of the following $m$ lines contains three integers $s_i$, $d_i$, $c_i$ $(1 \le s_i &lt; d_i \le n, 1 \le c_i \le n)$ — the day, when questions for the $i$-th exam will be given, the day of the $i$-th exam, number of days Petya needs to prepare for the $i$-th exam. 

Guaranteed, that all the exams will be in different days. Questions for different exams can be given in the same day. It is possible that, in the day of some exam, the questions for other exams are given.","If Petya can not prepare and pass all the exams, print -1. In case of positive answer, print $n$ integers, where the $j$-th number is:
 -  $(m + 1)$, if the $j$-th day is a day of some exam (recall that in each day no more than one exam is conducted), -  zero, if in the $j$-th day Petya will have a rest, -  $i$ ($1 \le i \le m$), if Petya will prepare for the $i$-th exam in the day $j$ (the total number of days Petya prepares for each exam should be strictly equal to the number of days needed to prepare for it).Assume that the exams are numbered in order of appearing in the input, starting from $1$.If there are multiple schedules, print any of them.","['5 2\n1 3 1\n1 5 1\n', '3 2\n1 3 1\n1 2 1\n', '10 3\n4 7 2\n1 10 3\n8 9 1\n']","['1 2 3 0 3 \n', '-1\n', '2 2 2 1 1 0 4 3 4 4 \n']","In the first example Petya can, for example, prepare for exam $1$ in the first day, prepare for exam $2$ in the second day, pass exam $1$ in the third day, relax in the fourth day, and pass exam $2$ in the fifth day. So, he can prepare and pass all exams.

In the second example, there are three days and two exams. So, Petya can prepare in only one day (because in two other days he should pass exams). Then Petya can not prepare and pass all exams.",WRONG_ANSWER,"n, m = map(int, input().split())

b = []
for i in range(m):
    s, d, c = map(int, input().split())
    b.append((s, d, c, i + 1))

b.sort(key=lambda x: x[0])

c = [0] * n
d = set()

for s, d, c, i in b:
    a = s
    while a < d:
        if a not in d:
            c[a - 1] = i
            d.update(range(a, min(a + c, d)))
            break
        a += 1
    else:
        print(-1)
        exit()

for i in range(n):
    if c[i] == 0:
        c[i] = m + 1

print(*c)","def b(x):
    return set(map(int, str(x).replace(""0"", """")))

def e(n):
    f = 0
    
    while n > 0:
        a = b(n)

        d = max(a)
        n -= d
        f += 1
    
    return f

c = int(input().strip())

g = e(c)

print(g)"
200,B,Drinks,PROGRAMMING,"['implementation', 'math']","Little Vasya loves orange juice very much. That's why any food and drink in his kitchen necessarily contains orange juice. There are *n* drinks in his fridge, the volume fraction of orange juice in the *i*-th drink equals *p**i* percent.

One day Vasya decided to make himself an orange cocktail. He took equal proportions of each of the *n* drinks and mixed them. Then he wondered, how much orange juice the cocktail has.

Find the volume fraction of orange juice in the final drink.","The first input line contains a single integer *n* (1<=≤<=*n*<=≤<=100) — the number of orange-containing drinks in Vasya's fridge. The second line contains *n* integers *p**i* (0<=≤<=*p**i*<=≤<=100) — the volume fraction of orange juice in the *i*-th drink, in percent. The numbers are separated by a space.",Print the volume fraction in percent of orange juice in Vasya's cocktail. The answer will be considered correct if the absolute or relative error does not exceed 10<=<=-<=4.,"['3\n50 50 100\n', '4\n0 25 50 75\n']","['66.666666666667\n', '37.500000000000\n']","Note to the first sample: let's assume that Vasya takes *x* milliliters of each drink from the fridge. Then the volume of pure juice in the cocktail will equal <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/c1fac6e64d3a8ee6a5ac138cbe51e60039b22473.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> milliliters. The total cocktail's volume equals 3·*x* milliliters, so the volume fraction of the juice in the cocktail equals <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/ceb0664e55a1f9f5fa1243ec74680a4665a4d58d.png"" style=""max-width: 100.0%;max-height: 100.0%;""/>, that is, 66.(6) percent.",OK,"n=int(input())
print(sum(list(map(int,input().split())))/n)","def f(N, S, i):
    g = []
    h = []
    l = 0
    
    for j, b, c in i:
        l += j

        if b > c:
            g.append((j, b))
        else:
            h.append((j, c))

    k = (l + S - 1) // S

    d = sum(j * a for j, a in g)
    e = sum(j * a for j, a in h)

    return k * max(d, e)"
713,C,Sonya and Problem Wihtout a Legend,PROGRAMMING,"['dp', 'sortings']","Sonya was unable to think of a story for this problem, so here comes the formal description.

You are given the array containing *n* positive integers. At one turn you can pick any element and increase or decrease it by 1. The goal is the make the array strictly increasing by making the minimum possible number of operations. You are allowed to change elements in any way, they can become negative or equal to 0.","The first line of the input contains a single integer *n* (1<=≤<=*n*<=≤<=3000) — the length of the array.

Next line contains *n* integer *a**i* (1<=≤<=*a**i*<=≤<=109).",Print the minimum number of operation required to make the array strictly increasing.,"['7\n2 1 5 11 5 9 11\n', '5\n5 4 3 2 1\n']","['9\n', '12\n']","In the first sample, the array is going to look as follows:

2 3 5 6 7 9 11

|2 - 2| + |1 - 3| + |5 - 5| + |11 - 6| + |5 - 7| + |9 - 9| + |11 - 11| = 9

And for the second sample:

1 2 3 4 5

|5 - 1| + |4 - 2| + |3 - 3| + |2 - 4| + |1 - 5| = 12",OK,"from bisect import bisect_left as a

n = int(input())
c = [(-99**9, 0)]
b = 0
for i,a in enumerate(map(int,input().split())):
    a-= i
    d = []
    f = a(c, (a,99**9)) - 1
    if f != len(c)-1:
        b+= c[-1][0] - a

    for j in range(f):
        x, e = c[j]
        d.append((x, e-1))
    for j in range(f, len(c)):
        x, e = c[j]
        if j == f:
            d.append((x, e-1))
            d.append((a, e+1))
        else: d.append((x, e+1))

    c = d
    while c[-1][1] > 0: x, e = c.pop()
    if c[-1][1] != 0: c.append((x, 0))
print(b)","def a(a):
    d = sum(a)
    b = d / 2
    c = 0

    for i in range(len(a)):
        c += a[i]
        if c >= b:
            return i + 1
    
    return -1

n = int(input())
a = list(map(int, input().split()))
print(a(a))"
276,B,Little Girl and Game,PROGRAMMING,"['games', 'greedy']","The Little Girl loves problems on games very much. Here's one of them.

Two players have got a string *s*, consisting of lowercase English letters. They play a game that is described by the following rules:
 -  The players move in turns; In one move the player can remove an arbitrary letter from string *s*. -  If the player before his turn can reorder the letters in string *s* so as to get a palindrome, this player wins. A palindrome is a string that reads the same both ways (from left to right, and vice versa). For example, string ""abba"" is a palindrome and string ""abc"" isn't. 
Determine which player will win, provided that both sides play optimally well — the one who moves first or the one who moves second.","The input contains a single line, containing string *s* (1<=≤<=|*s*|<=<=≤<=<=103). String *s* consists of lowercase English letters.","In a single line print word ""First"" if the first player wins (provided that both players play optimally well). Otherwise, print word ""Second"". Print the words without the quotes.","['aba\n', 'abca\n']","['First\n', 'Second\n']",none,WRONG_ANSWER,"import e
def d(g):
    return True if g==g[::-1] else False
f = list(input().strip())
c=0
a=0
while True:
    s = """"
    for b in f:
        s+=b
    if(d(s)):
        break
    elif(len(f)==1):
        break
    else:
        f.pop(e.randint(0,len(f)-1))
        c = a+1%2
if(c==0):
    print(""First"")
elif(c==1):
    print(""Second"")","e = input()
f = input()

def i(g):
    return list(g)

c = i(e)
d = i(f)

h = []
for a, b in zip(c, d):
    h.append('1' if a != b else '0')

print(''.join(h))"
343,B,Alternating Current,PROGRAMMING,"['data structures', 'greedy', 'implementation']","Mad scientist Mike has just finished constructing a new device to search for extraterrestrial intelligence! He was in such a hurry to launch it for the first time that he plugged in the power wires without giving it a proper glance and started experimenting right away. After a while Mike observed that the wires ended up entangled and now have to be untangled again.

The device is powered by two wires ""plus"" and ""minus"". The wires run along the floor from the wall (on the left) to the device (on the right). Both the wall and the device have two contacts in them on the same level, into which the wires are plugged in some order. The wires are considered entangled if there are one or more places where one wire runs above the other one. For example, the picture below has four such places (top view):

Mike knows the sequence in which the wires run above each other. Mike also noticed that on the left side, the ""plus"" wire is always plugged into the top contact (as seen on the picture). He would like to untangle the wires without unplugging them and without moving the device. Determine if it is possible to do that. A wire can be freely moved and stretched on the floor, but cannot be cut.

To understand the problem better please read the notes to the test samples.","The single line of the input contains a sequence of characters ""+"" and ""-"" of length *n* (1<=≤<=*n*<=≤<=100000). The *i*-th (1<=≤<=*i*<=≤<=*n*) position of the sequence contains the character ""+"", if on the *i*-th step from the wall the ""plus"" wire runs above the ""minus"" wire, and the character ""-"" otherwise.","Print either ""Yes"" (without the quotes) if the wires can be untangled or ""No"" (without the quotes) if the wires cannot be untangled.","['-++-\n', '+-\n', '++\n', '-\n']","['Yes\n', 'No\n', 'Yes\n', 'No\n']","The first testcase corresponds to the picture in the statement. To untangle the wires, one can first move the ""plus"" wire lower, thus eliminating the two crosses in the middle, and then draw it under the ""minus"" wire, eliminating also the remaining two crosses.

In the second testcase the ""plus"" wire makes one full revolution around the ""minus"" wire. Thus the wires cannot be untangled: 

In the third testcase the ""plus"" wire simply runs above the ""minus"" wire twice in sequence. The wires can be untangled by lifting ""plus"" and moving it higher: 

In the fourth testcase the ""minus"" wire runs above the ""plus"" wire once. The wires cannot be untangled without moving the device itself:",WRONG_ANSWER,"x = list(input())
b = 0
a = 0
for i in range(1,len(x)):
    if(x[i-1]==x[i]):
        b += 1

if(b>0):
    print(""Yes"")
else :
    print(""No"")","def i():
    from sys import l
    from collections import c

    n, x = map(int, l.readline().split())
    x -= 1
    d = [[] for i in range(n)]
    
    for i in range(n - 1):
        a, b = map(int, l.readline().split())
        d[a - 1].append(b - 1)
        d[b - 1].append(a - 1)

    def a(k):
        d = [-1] * n
        j = c([k])
        d[k] = 0
        
        while j:
            b = j.popleft()
            for h in d[b]:
                if d[h] == -1:
                    d[h] = d[b] + 1
                    j.append(h)
        
        return d

    e = a(0)

    f = a(x)

    g = 0

    for i in range(n):
        if e[i] > f[i]:
            g = max(g, e[i])

    print(g * 2)"
877,A,Alex and broken contest,PROGRAMMING,"['implementation', 'strings']","One day Alex was creating a contest about his friends, but accidentally deleted it. Fortunately, all the problems were saved, but now he needs to find them among other problems.

But there are too many problems, to do it manually. Alex asks you to write a program, which will determine if a problem is from this contest by its name.

It is known, that problem is from this contest if and only if its name contains one of Alex's friends' name exactly once. His friends' names are ""Danil"", ""Olya"", ""Slava"", ""Ann"" and ""Nikita"".

Names are case sensitive.","The only line contains string from lowercase and uppercase letters and ""_"" symbols of length, not more than 100 — the name of the problem.","Print ""YES"", if problem is from this contest, and ""NO"" otherwise.","['Alex_and_broken_contest\n', 'NikitaAndString\n', 'Danil_and_Olya\n']","['NO', 'YES', 'NO']",none,OK,"import a

str = 'Danil|Olya|Slava|Ann|Nikita'
if (len(a.findall(str, input())) == 1):
 print('YES')
else:
 print('NO')","from sys import a, b

a = int(a.readline().strip())

if a % 2 == 0:
    b.write('1\n')
else:
    b.write('0\n')"
508,A,Pasha and Pixels,PROGRAMMING,['brute force'],"Pasha loves his phone and also putting his hair up... But the hair is now irrelevant.

Pasha has installed a new game to his phone. The goal of the game is following. There is a rectangular field consisting of *n* row with *m* pixels in each row. Initially, all the pixels are colored white. In one move, Pasha can choose any pixel and color it black. In particular, he can choose the pixel that is already black, then after the boy's move the pixel does not change, that is, it remains black. Pasha loses the game when a 2<=×<=2 square consisting of black pixels is formed. 

Pasha has made a plan of *k* moves, according to which he will paint pixels. Each turn in his plan is represented as a pair of numbers *i* and *j*, denoting respectively the row and the column of the pixel to be colored on the current move.

Determine whether Pasha loses if he acts in accordance with his plan, and if he does, on what move the 2<=×<=2 square consisting of black pixels is formed.","The first line of the input contains three integers *n*,<=*m*,<=*k* (1<=≤<=*n*,<=*m*<=≤<=1000, 1<=≤<=*k*<=≤<=105) — the number of rows, the number of columns and the number of moves that Pasha is going to perform. 

The next *k* lines contain Pasha's moves in the order he makes them. Each line contains two integers *i* and *j* (1<=≤<=*i*<=≤<=*n*, 1<=≤<=*j*<=≤<=*m*), representing the row number and column number of the pixel that was painted during a move.","If Pasha loses, print the number of the move when the 2<=×<=2 square consisting of black pixels is formed.

If Pasha doesn't lose, that is, no 2<=×<=2 square consisting of black pixels is formed during the given *k* moves, print 0.","['2 2 4\n1 1\n1 2\n2 1\n2 2\n', '2 3 6\n2 3\n2 2\n1 3\n2 2\n1 2\n1 1\n', '5 3 7\n2 3\n1 2\n1 1\n4 1\n3 1\n5 3\n3 2\n']","['4\n', '5\n', '0\n']",none,RUNTIME_ERROR,"""""""
Created on Thu Dec 15 10:26:22 2022

@author: thinkpad
""""""

n,m,k = map(int,input().split())

l = [[0 for _ in range(m+2)] for _  in range(n+2)]
f = [[-1,-1],[-1,0],[0,-1]]
g = [[-1,0],[-1,1],[0,1]]
h = [[0,-1],[1,-1],[1,0]]
i = [[0,1],[1,1],[1,0]]

def e(i,j):
    a = 0
    for d in f:
        x,y = d[0],d[1]
        if l[i+x][j+y]==1:
            a+=1
    if a == 3:
        return False
    b = 0
    for d in g:
        x,y = d[0],d[1]
        if l[i+x][j+y]==1:
            b+=1
    if b == 3:
        return False        
    c = 0
    for d in h:
        x,y = d[0],d[1]
        if l[i+x][j+y]==1:
            c+=1
    if c == 3:
        return False        
    d = 0
    for d in i:
        x,y = d[0],d[1]
        if l[i+x][j+y]==1:
            d+=1
    if d == 3:
        return False
    return True
k = []
for _ in range(k):
    k.append(map(int,input().split()))
j = True
for t in range(k):
    i,j =k[t][0],k[t][1]
    l[i][j]=1
    if e(i,j)==False:
        print(t+1)
        j = False
    else:
        continue

if j == True:
    print(0)","import f

def c(a, b):
    if b == 0:
        return a
    r = a % b
    return c(b, r)

def a(a, b):
    d = (a * b) // c(a, b)
    b = d // a
    e = d // b
    
    if b > e:
        return ""Dasha""
    elif e > b:
        return ""Masha""
    else:
        return ""Equal""

if __name__ == ""__main__"":
    a, b = map(int, f.stdin.readline().strip().split())
    print(a(a, b))"
0,none,none,none,['none'],"Santa Claus is the first who came to the Christmas Olympiad, and he is going to be the first to take his place at a desk! In the classroom there are *n* lanes of *m* desks each, and there are two working places at each of the desks. The lanes are numbered from 1 to *n* from the left to the right, the desks in a lane are numbered from 1 to *m* starting from the blackboard. Note that the lanes go perpendicularly to the blackboard, not along it (see picture).

The organizers numbered all the working places from 1 to 2*nm*. The places are numbered by lanes (i. e. all the places of the first lane go first, then all the places of the second lane, and so on), in a lane the places are numbered starting from the nearest to the blackboard (i. e. from the first desk in the lane), at each desk, the place on the left is numbered before the place on the right.

Santa Clause knows that his place has number *k*. Help him to determine at which lane at which desk he should sit, and whether his place is on the left or on the right!","The only line contains three integers *n*, *m* and *k* (1<=≤<=*n*,<=*m*<=≤<=10<=000, 1<=≤<=*k*<=≤<=2*nm*) — the number of lanes, the number of desks in each lane and the number of Santa Claus' place.","Print two integers: the number of lane *r*, the number of desk *d*, and a character *s*, which stands for the side of the desk Santa Claus. The character *s* should be ""L"", if Santa Clause should sit on the left, and ""R"" if his place is on the right.","['4 3 9\n', '4 3 24\n', '2 4 4\n']","['2 2 L\n', '4 3 R\n', '1 2 R\n']","The first and the second samples are shown on the picture. The green place corresponds to Santa Claus' place in the first example, the blue place corresponds to Santa Claus' place in the second example.

In the third sample there are two lanes with four desks in each, and Santa Claus has the fourth place. Thus, his place is in the first lane at the second desk on the right.",OK,"a = list(map(int, input().split()))
n = a[0]
m = a[1]
k = a[2]
c = 1
b = 1
while k > 2*m:
    k -= 2*m
    c+=1
while k > 2:
    k-=2
    b += 1
if k == 1:
    print(c,b,""L"")
else:
    print(c, b, ""R"")","def c(r, c, a):
    e = [True] * r
    b = [True] * c

    for i in range(r):
        for j in range(c):
            if a[i][j] == 'S':
                e[i] = False
                b[j] = False

    f = 0

    for i in range(r):
        if e[i]:
            f += c

    for j in range(c):
        if b[j]:
            for i in range(r):
                if not e[i]:
                    if a[i][j] == '.':
                        f += 1

    return f

r, c = map(int, input().split())
a = [input().strip() for _ in range(r)]

d = c(r, c, a)
print(d)"
749,A,Bachgold Problem,PROGRAMMING,"['greedy', 'implementation', 'math', 'number theory']","Bachgold problem is very easy to formulate. Given a positive integer *n* represent it as a sum of maximum possible number of prime numbers. One can prove that such representation exists for any integer greater than 1.

Recall that integer *k* is called prime if it is greater than 1 and has exactly two positive integer divisors — 1 and *k*.",The only line of the input contains a single integer *n* (2<=≤<=*n*<=≤<=100<=000).,"The first line of the output contains a single integer *k* — maximum possible number of primes in representation.

The second line should contain *k* primes with their sum equal to *n*. You can print them in any order. If there are several optimal solution, print any of them.","['5\n', '6\n']","['2\n2 3\n', '3\n2 2 2\n']",none,OK,"a = int(input())
print(a // 2)
b = [2] * (a // 2)
if a % 2 == 0:
	print(*b)
else:
	b[-1] = 3
	print(*b)","a = int(input())
def b(c: int):
    if c == 2:
        return ""NO""
    elif c % 2 == 0:
        return ""YES""
    else:
        return ""NO""

print(b(a))"
