contestId,index,name,type,tags,problem-description,input-specification,output-specification,demo-input,demo-output,note,verdict,code,ai_generated_code
110,A,Nearly Lucky Number,PROGRAMMING,['implementation'],"Petya loves lucky numbers. We all know that lucky numbers are the positive integers whose decimal representations contain only the lucky digits 4 and 7. For example, numbers 47, 744, 4 are lucky and 5, 17, 467 are not.

Unfortunately, not all numbers are lucky. Petya calls a number nearly lucky if the number of lucky digits in it is a lucky number. He wonders whether number *n* is a nearly lucky number.","The only line contains an integer *n* (1<=≤<=*n*<=≤<=1018).

Please do not use the %lld specificator to read or write 64-bit numbers in С++. It is preferred to use the cin, cout streams or the %I64d specificator.","Print on the single line ""YES"" if *n* is a nearly lucky number. Otherwise, print ""NO"" (without the quotes).","['40047\n', '7747774\n', '1000000000000000000\n']","['NO\n', 'YES\n', 'NO\n']","In the first sample there are 3 lucky digits (first one and last two), so the answer is ""NO"".

In the second sample there are 7 lucky digits, 7 is lucky number, so the answer is ""YES"".

In the third sample there are no lucky digits, so the answer is ""NO"".",OK,"x = str(input())
def c(x):
    b = 0
    for a in x:
        if a == ""4"" or a == ""7"":
            b += 1
            continue
    b = str(b)
    b = b.replace(""4"","""")
    b = b.replace(""7"","""")
    if len(b) == 0:
        print(""YES"")
    else:
        print(""NO"")
c(x)","def b(e):

    return all(d in '47' for d in str(e))

def a(n):

    return sum(1 for d in str(n) if d in '47')

def c(n):

    d = a(n)

    return b(d)

if __name__ == ""__main__"":
    n = int(input().strip())

    if c(n):
        print(""YES"")
    else:
        print(""NO"")"
347,A,Difference Row,PROGRAMMING,"['constructive algorithms', 'implementation', 'sortings']","You want to arrange *n* integers *a*1,<=*a*2,<=...,<=*a**n* in some order in a row. Let's define the value of an arrangement as the sum of differences between all pairs of adjacent integers.

More formally, let's denote some arrangement as a sequence of integers *x*1,<=*x*2,<=...,<=*x**n*, where sequence *x* is a permutation of sequence *a*. The value of such an arrangement is (*x*1<=-<=*x*2)<=+<=(*x*2<=-<=*x*3)<=+<=...<=+<=(*x**n*<=-<=1<=-<=*x**n*).

Find the largest possible value of an arrangement. Then, output the lexicographically smallest sequence *x* that corresponds to an arrangement of the largest possible value.","The first line of the input contains integer *n* (2<=≤<=*n*<=≤<=100). The second line contains *n* space-separated integers *a*1, *a*2, ..., *a**n* (|*a**i*|<=≤<=1000).","Print the required sequence *x*1,<=*x*2,<=...,<=*x**n*. Sequence *x* should be the lexicographically smallest permutation of *a* that corresponds to an arrangement of the largest possible value.",['5\n100 -100 50 0 -50\n'],['100 -50 0 50 -100 \n'],"In the sample test case, the value of the output arrangement is (100 - ( - 50)) + (( - 50) - 0) + (0 - 50) + (50 - ( - 100)) = 200. No other arrangement has a larger value, and among all arrangements with the value of 200, the output arrangement is the lexicographically smallest one.

Sequence *x*<sub class=""lower-index"">1</sub>, *x*<sub class=""lower-index"">2</sub>, ... , *x*<sub class=""lower-index"">*p*</sub> is lexicographically smaller than sequence *y*<sub class=""lower-index"">1</sub>, *y*<sub class=""lower-index"">2</sub>, ... , *y*<sub class=""lower-index"">*p*</sub> if there exists an integer *r* (0 ≤ *r* &lt; *p*) such that *x*<sub class=""lower-index"">1</sub> = *y*<sub class=""lower-index"">1</sub>, *x*<sub class=""lower-index"">2</sub> = *y*<sub class=""lower-index"">2</sub>, ... , *x*<sub class=""lower-index"">*r*</sub> = *y*<sub class=""lower-index"">*r*</sub> and *x*<sub class=""lower-index"">*r* + 1</sub> &lt; *y*<sub class=""lower-index"">*r* + 1</sub>.",WRONG_ANSWER,"def c(n, a):
    a.sort()
    b = []
    print(a)
    if a[0] < 0:
        b.append(a[-1])
        for i in range(1,n-1):
            b.append(a[i])
        b.append(a[0])
    else:
        for i in range(n):
            b.append(a[-i-1])
    return b    
n = int(input())
a = list(map(int, input().split()))
b = c(n,a)
for i in range(n):
    print(b[i], end= ' ')
print()","def a(n, a):

    a.sort()

    c = [0] * n

    b = 0
    d = n - 1
    
    for i in range(n):
        if i % 2 == 0:
            c[i] = a[d]
            d -= 1
        else:
            c[i] = a[b]
            b += 1

    print("" "".join(map(str, c)))

n = int(input().strip())
a = list(map(int, input().strip().split()))
a(n, a)"
463,B,Caisa and Pylons,PROGRAMMING,"['brute force', 'implementation', 'math']","Caisa solved the problem with the sugar and now he is on the way back to home. 

Caisa is playing a mobile game during his path. There are (*n*<=+<=1) pylons numbered from 0 to *n* in this game. The pylon with number 0 has zero height, the pylon with number *i* (*i*<=&gt;<=0) has height *h**i*. The goal of the game is to reach *n*-th pylon, and the only move the player can do is to jump from the current pylon (let's denote its number as *k*) to the next one (its number will be *k*<=+<=1). When the player have made such a move, its energy increases by *h**k*<=-<=*h**k*<=+<=1 (if this value is negative the player loses energy). The player must have non-negative amount of energy at any moment of the time. 

Initially Caisa stand at 0 pylon and has 0 energy. The game provides a special opportunity: one can pay a single dollar and increase the height of anyone pylon by one. Caisa may use that opportunity several times, but he doesn't want to spend too much money. What is the minimal amount of money he must paid to reach the goal of the game?","The first line contains integer *n* (1<=≤<=*n*<=≤<=105). The next line contains *n* integers *h*1, *h*2,<=..., *h**n* (1<=<=≤<=<=*h**i*<=<=≤<=<=105) representing the heights of the pylons.",Print a single number representing the minimum number of dollars paid by Caisa.,"['5\n3 4 3 2 4\n', '3\n4 4 4\n']","['4\n', '4\n']",In the first sample he can pay 4 dollars and increase the height of pylon with number 0 by 4 units. Then he can safely pass to the last pylon.,OK,"import math
import f
input = f.stdin.readline
from collections import deque, c
import heapq
def b(a):
    c = c(lambda : 0)
    for d in a:
        c[d] += 1
    return c

def e(): return [int(k) for k in input().split()]

n = int(input())
a = e()

print(max(a))","def e(n, b):

    c = 0

    d = max(b) 

    a = d - c
    return a

n = int(input().strip())
b = list(map(int, input().strip().split()))

f = e(n, b)
print(f)"
0,none,none,none,['none'],"Let's define the sum of two permutations *p* and *q* of numbers 0,<=1,<=...,<=(*n*<=-<=1) as permutation , where *Perm*(*x*) is the *x*-th lexicographically permutation of numbers 0,<=1,<=...,<=(*n*<=-<=1) (counting from zero), and *Ord*(*p*) is the number of permutation *p* in the lexicographical order.

For example, *Perm*(0)<==<=(0,<=1,<=...,<=*n*<=-<=2,<=*n*<=-<=1), *Perm*(*n*!<=-<=1)<==<=(*n*<=-<=1,<=*n*<=-<=2,<=...,<=1,<=0)

Misha has two permutations, *p* and *q*. Your task is to find their sum.

Permutation *a*<==<=(*a*0,<=*a*1,<=...,<=*a**n*<=-<=1) is called to be lexicographically smaller than permutation *b*<==<=(*b*0,<=*b*1,<=...,<=*b**n*<=-<=1), if for some *k* following conditions hold: *a*0<==<=*b*0,<=*a*1<==<=*b*1,<=...,<=*a**k*<=-<=1<==<=*b**k*<=-<=1,<=*a**k*<=&lt;<=*b**k*.","The first line contains an integer *n* (1<=≤<=*n*<=≤<=200<=000).

The second line contains *n* distinct integers from 0 to *n*<=-<=1, separated by a space, forming permutation *p*.

The third line contains *n* distinct integers from 0 to *n*<=-<=1, separated by spaces, forming permutation *q*.","Print *n* distinct integers from 0 to *n*<=-<=1, forming the sum of the given permutations. Separate the numbers by spaces.","['2\n0 1\n0 1\n', '2\n0 1\n1 0\n', '3\n1 2 0\n2 1 0\n']","['0 1\n', '1 0\n', '1 0 2\n']","Permutations of numbers from 0 to 1 in the lexicographical order: (0, 1), (1, 0).

In the first sample *Ord*(*p*) = 0 and *Ord*(*q*) = 0, so the answer is <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/8ce4cd76db7c3f712f9101b410c36891976581b8.png"" style=""max-width: 100.0%;max-height: 100.0%;""/>.

In the second sample *Ord*(*p*) = 0 and *Ord*(*q*) = 1, so the answer is <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/5684e4e2deb5ed60419a5c9e765f0cd4cb995652.png"" style=""max-width: 100.0%;max-height: 100.0%;""/>.

Permutations of numbers from 0 to 2 in the lexicographical order: (0, 1, 2), (0, 2, 1), (1, 0, 2), (1, 2, 0), (2, 0, 1), (2, 1, 0).

In the third sample *Ord*(*p*) = 3 and *Ord*(*q*) = 5, so the answer is <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/da14f774ebda9f417649f5334d329ec7b7c07778.png"" style=""max-width: 100.0%;max-height: 100.0%;""/>.",TIME_LIMIT_EXCEEDED,"import l

class a:
    
    def __init__(k, a, b):
        k.range = (a, b)
        if a == b:
            k.active = 1
            k.left = None
            k.rigt = None
            return
        else:
            g = (a + b) // 2
            k.left = a(a, g)
            k.right = a(g + 1, b)
            k.active = k.left.active + k.right.active
    
    def e(k, a, b):
        if b < k.range[0] or k.range[1] < a:
            return 0
        if a <= k.range[0] and k.range[1] <= b:
            return k.active
        return k.left.e(a, b) + k.right.e(a, b)
    
    def d(k, x):
        if k.range[0] == x and k.range[1] == x:
            k.active = 0
            return
        if x < k.range[0] or k.range[1] < x:
            return
        k.left.d(x)
        k.right.d(x)
        k.active = k.left.active + k.right.active        

    def f(k, x):
        if k.range[0] == k.range[1]:
            return k.range[0]
        if k.left.active >= x:
            return k.left.f(x)
        else:
            return k.right.f(x - k.left.active)

def b(p, n):
    t = a(0, n-1)
    j = []
    for x in p:
        j.append(t.e(0, x) - 1)
        t.d(x)
    return j

def h(p, q):
    n = len(p)
    j = [0 for i in range(n)]
    i = 0
    for i in range(1, n):
        s = p[n-i-1] + q[n-i-1] + i
        j[n-i-1] = s % (i + 1)
        i = 1 if s > i else 0
    return j

def c(p, n):
    t = a(0, n-1)
    j = []
    for x in p:
        d = t.f(x + 1)
        j.append(d)
        t.d(d)
    return j    

n = int(l.stdin.readline())
p = [int(x) for x in l.stdin.readline().split()]
q = [int(x) for x in l.stdin.readline().split()]

p = b(p, n)
q = b(q, n)
r = c(h(p, q), n)

print(' '.join(str(x) for x in r))","from math import d

def f(k):
    n = len(k)
    j = 0
    c = d(n - 1)
    o = [False] * n

    for i in range(n):
        b = 0
        for j in range(k[i]):
            if not o[j]:
                b += 1
        j += b * c
        if i < n - 1:
            c //= (n - 1 - i)
        o[k[i]] = True

    return j

def e(n, p, q):
    h = f(p)
    i = f(q)
    
    n = h + i

    l = []

    from itertools import l as g
    a = sorted(g(range(n)))
    return list(a[n])

n = int(input().strip())
p = list(map(int, input().strip().split()))
q = list(map(int, input().strip().split()))

m = e(n, p, q)

print(' '.join(map(str, m)))"
369,B,Valera and Contest,PROGRAMMING,"['constructive algorithms', 'implementation', 'math']","Valera loves to participate in competitions. Especially in programming contests. Today he has participated in the contest with his team, consisting of *n* students (including Valera). This contest was an individual competition, so each student in the team solved problems individually.

After the contest was over, Valera was interested in results. He found out that:
 -  each student in the team scored at least *l* points and at most *r* points; -  in total, all members of the team scored exactly *s**all* points; -  the total score of the *k* members of the team who scored the most points is equal to exactly *s**k*; more formally, if *a*1,<=*a*2,<=...,<=*a**n* is the sequence of points earned by the team of students in the non-increasing order (*a*1<=≥<=*a*2<=≥<=...<=≥<=*a**n*), then *s**k*<==<=*a*1<=+<=*a*2<=+<=...<=+<=*a**k*. 
However, Valera did not find out exactly how many points each of *n* students scored. Valera asked you to recover any distribution of scores between the students of the team, such that all the conditions above are met.","The first line of the input contains exactly six integers *n*,<=*k*,<=*l*,<=*r*,<=*s**all*,<=*s**k* (1<=≤<=*n*,<=*k*,<=*l*,<=*r*<=≤<=1000; *l*<=≤<=*r*; *k*<=≤<=*n*; 1<=≤<=*s**k*<=≤<=*s**all*<=≤<=106).

It's guaranteed that the input is such that the answer exists.","Print exactly *n* integers *a*1,<=*a*2,<=...,<=*a**n* — the number of points each student scored. If there are multiple solutions, you can print any of them. You can print the distribution of points in any order.","['5 3 1 3 13 9\n', '5 3 1 3 15 9\n']","['2 3 2 3 3 ', '3 3 3 3 3 ']",none,WRONG_ANSWER,"def j(a, h, c, d, e, i, b):
    for i in range(h, c+1):
        if b + e - d < i:
            b += (e-d)
            a[i] = e
        else:
            a[i] += i - b
            return

n, k, l, r, f, g = map(int, input().split())
a = [l]*(n)
j(a, 0, k-1,l, r, g, l*k)
j(a, k, n-1, l, r, f, g + l*(n-k))
print(*a)","def c(n, k, l, r, h, i):

    j = [0] * n

    a = i // k
    d = i % k

    for i in range(k):
        j[i] = a + (1 if i < d else 0)

    f = n - k
    if f > 0:
        b = (h - i) // f
        e = (h - i) % f

        for j in range(f):
            j[k + j] = b + (1 if j < e else 0)

    return j

n, k, l, r, h, i = map(int, input().split())

g = c(n, k, l, r, h, i)

print(' '.join(map(str, g)))"
25,A,IQ test,PROGRAMMING,['brute force'],"Bob is preparing to pass IQ test. The most frequent task in this test is to find out which one of the given *n* numbers differs from the others. Bob observed that one number usually differs from the others in evenness. Help Bob — to check his answers, he needs a program that among the given *n* numbers finds one that is different in evenness.","The first line contains integer *n* (3<=≤<=*n*<=≤<=100) — amount of numbers in the task. The second line contains *n* space-separated natural numbers, not exceeding 100. It is guaranteed, that exactly one of these numbers differs from the others in evenness.",Output index of number that differs from the others in evenness. Numbers are numbered from 1 in the input order.,"['5\n2 4 7 8 10\n', '4\n1 2 1 1\n']","['3\n', '2\n']",none,RUNTIME_ERROR,"n, k = input().split()
k = int(k)

l = [int(x) for x in input().split() if int(x) !=0]
l.sort()

def a(l, k):
	for s in range(k):
		b = l[0]
		print(b)
		l = [x-b for x in l if x-b > 0 ]
		if not l:
			return k-s

	return 0

r = a(l, k-1)
for _ in range(r):
	print(0)","def b(e):

    a = sum(1 for c in e if c % 2 == 0)
    f = len(e) - a

    if a == 1:

        return next(i + 1 for i, c in enumerate(e) if c % 2 == 0)
    else:

        return next(i + 1 for i, c in enumerate(e) if c % 2 != 0)

n = int(input().strip())
d = list(map(int, input().strip().split()))

print(b(d))"
0,none,none,none,['none'],"Alyona's mother wants to present an array of *n* non-negative integers to Alyona. The array should be special. 

Alyona is a capricious girl so after she gets the array, she inspects *m* of its subarrays. Subarray is a set of some subsequent elements of the array. The *i*-th subarray is described with two integers *l**i* and *r**i*, and its elements are *a*[*l**i*],<=*a*[*l**i*<=+<=1],<=...,<=*a*[*r**i*].

Alyona is going to find mex for each of the chosen subarrays. Among these *m* mexes the girl is going to find the smallest. She wants this minimum mex to be as large as possible. 

You are to find an array *a* of *n* elements so that the minimum mex among those chosen by Alyona subarrays is as large as possible.

The mex of a set *S* is a minimum possible non-negative integer that is not in *S*.","The first line contains two integers *n* and *m* (1<=≤<=*n*,<=*m*<=≤<=105).

The next *m* lines contain information about the subarrays chosen by Alyona. The *i*-th of these lines contains two integers *l**i* and *r**i* (1<=≤<=*l**i*<=≤<=*r**i*<=≤<=*n*), that describe the subarray *a*[*l**i*],<=*a*[*l**i*<=+<=1],<=...,<=*a*[*r**i*].","In the first line print single integer — the maximum possible minimum mex.

In the second line print *n* integers — the array *a*. All the elements in *a* should be between 0 and 109.

It is guaranteed that there is an optimal answer in which all the elements in *a* are between 0 and 109.

If there are multiple solutions, print any of them.","['5 3\n1 3\n2 5\n4 5\n', '4 2\n1 4\n2 4\n']","['2\n1 0 2 1 0\n', '3\n5 2 0 1']","The first example: the mex of the subarray (1, 3) is equal to 3, the mex of the subarray (2, 5) is equal to 3, the mex of the subarray (4, 5) is equal to 2 as well, thus the minumal mex among the subarrays chosen by Alyona is equal to 2.",OK,"def c(a,n):
    d=float(""inf"")
    for l,r in a:
        d=min(d,r-l+1)
    print(d)
    for i in range(n):
        print(i%d,end="" "")
    return """"

a,b=map(int,input().strip().split())
b=[]
for i in range(b):
    x,y=map(int,input().strip().split())
    b.append([x,y])
print(c(b,a))","def f(n, m, h):

    b = [0] * (n + 1)

    for l, r in h:
        for i in range(l, r + 1):
            b[i] += 1

    g = 0

    while g <= n and b[g] > 0:
        g += 1

    a = [0] * n

    for i in range(n):
        a[i] = i % g

    return g, a

c = input().strip().split('\n')
n, m = map(int, c[0].split())
h = [tuple(map(int, d.split())) for d in c[1:m+1]]

e, a = f(n, m, h)

print(e)
print(' '.join(map(str, a)))"
937,B,Vile Grasshoppers,PROGRAMMING,"['brute force', 'math', 'number theory']","The weather is fine today and hence it's high time to climb the nearby pine and enjoy the landscape.

The pine's trunk includes several branches, located one above another and numbered from 2 to *y*. Some of them (more precise, from 2 to *p*) are occupied by tiny vile grasshoppers which you're at war with. These grasshoppers are known for their awesome jumping skills: the grasshopper at branch *x* can jump to branches .

Keeping this in mind, you wisely decided to choose such a branch that none of the grasshoppers could interrupt you. At the same time you wanna settle as high as possible since the view from up there is simply breathtaking.

In other words, your goal is to find the highest branch that cannot be reached by any of the grasshoppers or report that it's impossible.",The only line contains two integers *p* and *y* (2<=≤<=*p*<=≤<=*y*<=≤<=109).,"Output the number of the highest suitable branch. If there are none, print -1 instead.","['3 6\n', '3 4\n']","['5\n', '-1\n']","In the first sample case grasshopper from branch 2 reaches branches 2, 4 and 6 while branch 3 is initially settled by another grasshopper. Therefore the answer is 5.

It immediately follows that there are no valid branches in second sample case.",OK,"from math import b
p,y = map(int,input().split())
def a(n, p):
    if n % 2 == 0 and n > 2:
        return False
    if p == 2: return True
    for x in range(3, min(p, int(b(n))) + 1, 2):
        if n % x == 0:
            return False
    return True

for i in range(y, p,-1):
    if a(i, p):
        print(i)
        exit()
        break
print(-1)","def c(p, y):

    for a in range(y, p, -1):

        if a % p != 0:

            for b in range(2, p + 1):
                if a % b == 0:
                    break
            else:
                return a
    return -1

d = ['3 6\n', '3 4\n']

for e in d:
    p, y = map(int, e.strip().split())
    f = c(p, y)
    print(f)"
3,A,Shortest path of the king,PROGRAMMING,"['greedy', 'shortest paths']","The king is left alone on the chessboard. In spite of this loneliness, he doesn't lose heart, because he has business of national importance. For example, he has to pay an official visit to square *t*. As the king is not in habit of wasting his time, he wants to get from his current position *s* to square *t* in the least number of moves. Help him to do this.

In one move the king can get to the square that has a common side or a common vertex with the square the king is currently in (generally there are 8 different squares he can move to).","The first line contains the chessboard coordinates of square *s*, the second line — of square *t*.

Chessboard coordinates consist of two characters, the first one is a lowercase Latin letter (from a to h), the second one is a digit from 1 to 8.","In the first line print *n* — minimum number of the king's moves. Then in *n* lines print the moves themselves. Each move is described with one of the 8: L, R, U, D, LU, LD, RU or RD. 

L, R, U, D stand respectively for moves left, right, up and down (according to the picture), and 2-letter combinations stand for diagonal moves. If the answer is not unique, print any of them.",['a8\nh1\n'],['7\nRD\nRD\nRD\nRD\nRD\nRD\nRD\n'],none,WRONG_ANSWER,"import j
import math
from math import factorial, inf, gcd, sqrt
from heapq import *
from functools import *
from itertools import *
from collections import *
from typing import *
from bisect import *
import random
from j import i, stdout
j.setrecursionlimit(10**5)

def d():
    return i.readline().strip()

def c():
    return int(d())

def f():
    return map(int, d().split())

def e():
    return list(f())

s = d()
t = d()
s = (int(s[1]), ord(s[0]) - ord('a') + 1)
t = (int(t[1]), ord(t[0]) - ord('a') + 1)
q = b([s])
v = {s: 0}
while q:
    x, y = q.popleft()
    if (x, y) == t:
        break
    for i in range(-1, 2):
        for j in range(-1, 2):
            if i == 0 and j == 0:
                continue
            g, h = x + i, y + j
            if (g, h) not in v:
                v[(g, h)] = (x, y)
                q.append((g, h))
d = {
    (-1, -1): 'LU',
    (-1, 0): 'U',
    (-1, 1): 'RU',
    (0, -1): 'L',
    (0, 1): 'R',
    (1, -1): 'LD',
    (1, 0): 'D',
    (1, 1): 'RD'
}
a = []
while v[t] != 0:
    k = v[t]
    c = (k[0] - t[0], t[1] - k[1])

    a.append(d[c])
    t = k
print(len(a))
for i in a:
    print(i)","def a(d, h):

    e = ord(d[0]) - ord('a')
    f = int(d[1]) - 1
    
    i = ord(h[0]) - ord('a')
    j = int(h[1]) - 1

    c = []

    while (f, e) != (j, i):
        b = ''

        if f < j:
            b += 'U'
            f += 1
        elif f > j:
            b += 'D'
            f -= 1

        if e < i:
            b += 'R'
            e += 1
        elif e > i:
            b += 'L'
            e -= 1
        
        c.append(b)

    print(len(c))
    print('\n'.join(c))

g = input().strip()
k = input().strip()
a(g, k)"
393,A,Nineteen,PROGRAMMING,[],"Alice likes word ""nineteen"" very much. She has a string *s* and wants the string to contain as many such words as possible. For that reason she can rearrange the letters of the string.

For example, if she has string ""xiineteenppnnnewtnee"", she can get string ""xnineteenppnineteenw"", containing (the occurrences marked) two such words. More formally, word ""nineteen"" occurs in the string the number of times you can read it starting from some letter of the string. Of course, you shouldn't skip letters.

Help her to find the maximum number of ""nineteen""s that she can get in her string.","The first line contains a non-empty string *s*, consisting only of lowercase English letters. The length of string *s* doesn't exceed 100.","Print a single integer — the maximum number of ""nineteen""s that she can get in her string.","['nniinneetteeeenn\n', 'nneteenabcnneteenabcnneteenabcnneteenabcnneteenabcii\n', 'nineteenineteen\n']","['2', '2', '2']",none,RUNTIME_ERROR,"def c(a):
    for b in a:
        d = ''
        for e in b:
            d += str(e) + ' '
        print(d)

n = int(input())
w = [[0 for i in range(n)] for i in range(n)]
a = [[0 for i in range(n)] for i in range(n)]
b = [[0 for i in range(n)] for i in range(n)]
for i in range(n):
    d = input().split(' ')
    for e in range(n):
        w[i][e] = int(d[e])
for i in range(n):
    for e in range(n):
        a[e][i] = a[i][e] = (w[i][e]+w[e][i]) / 2
        b[e][i] = w[e][i] - a[e][i]
c(a)
c(b)","from collections import a

def g(s):

    e = a(s)

    h = a(""nineteen"")

    f = float('inf')
    for d, b in h.items():
        f = min(f, e[d] // b)
    
    return f

c = [
    'nniinneetteeeenn\n',
    'nneteenabcnneteenabcnneteenabcnneteenabcnneteenabcii\n',
    'nineteenineteen\n'
]

i = [str(g(s.strip())) for s in c]
print(i)"
0,none,none,none,['none'],"Little Nastya has a hobby, she likes to remove some letters from word, to obtain another word. But it turns out to be pretty hard for her, because she is too young. Therefore, her brother Sergey always helps her.

Sergey gives Nastya the word *t* and wants to get the word *p* out of it. Nastya removes letters in a certain order (one after another, in this order strictly), which is specified by permutation of letters' indices of the word *t*: *a*1... *a*|*t*|. We denote the length of word *x* as |*x*|. Note that after removing one letter, the indices of other letters don't change. For example, if *t*<==<=""nastya"" and *a*<==<=[4,<=1,<=5,<=3,<=2,<=6] then removals make the following sequence of words ""nastya""  ""nastya""  ""nastya""  ""nastya""  ""nastya""  ""nastya""  ""nastya"".

Sergey knows this permutation. His goal is to stop his sister at some point and continue removing by himself to get the word *p*. Since Nastya likes this activity, Sergey wants to stop her as late as possible. Your task is to determine, how many letters Nastya can remove before she will be stopped by Sergey.

It is guaranteed that the word *p* can be obtained by removing the letters from word *t*.","The first and second lines of the input contain the words *t* and *p*, respectively. Words are composed of lowercase letters of the Latin alphabet (1<=≤<=|*p*|<=&lt;<=|*t*|<=≤<=200<=000). It is guaranteed that the word *p* can be obtained by removing the letters from word *t*.

Next line contains a permutation *a*1,<=*a*2,<=...,<=*a*|*t*| of letter indices that specifies the order in which Nastya removes letters of *t* (1<=≤<=*a**i*<=≤<=|*t*|, all *a**i* are distinct).","Print a single integer number, the maximum number of letters that Nastya can remove.","['ababcba\nabb\n5 3 4 1 7 6 2\n', 'bbbabb\nbb\n1 6 3 4 2 5\n']","['3', '4']","In the first sample test sequence of removing made by Nastya looks like this:

""ababcba"" <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/70a0795f45d32287dba0eb83fc4a3f470c6e5537.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> ""ababcba"" <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/70a0795f45d32287dba0eb83fc4a3f470c6e5537.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> ""ababcba"" <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/70a0795f45d32287dba0eb83fc4a3f470c6e5537.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> ""ababcba"" 

Nastya can not continue, because it is impossible to get word ""abb"" from word ""ababcba"".

So, Nastya will remove only three letters.",TIME_LIMIT_EXCEEDED,"def a(b, c):
    s = len(c)
    r = len(b)
    k = 0
    for i in range(r):
        if k < s and b[i] == c[k]:
            k += 1        
        
    return k // s

def q(w, t, p, a):
    c = []
    for i in range(w):
        c.append(a[i] - 1)
    c.sort()
    s = []
    j = 0
    for i in range(len(t)):
        if j < w and i == c[j]:
            j += 1
        else:
            s.append(t[i])        
    return a(s, p)
 
def f(t, p, a):
    l = 0
    h = len(t)
    w = (l + h) // 2
    while not(q(w, t, p, a) == 1 and q(w + 1, t, p, a) == 0):
        if q(w, t, p, a) == 1:
            l = w
        else:
            h = w
        w = (l + h) // 2
        if w == 0:
            return 0
    return w    
 
t = list(input())
p = list(input())
a = list(map(int, input().split()))
print(f(t, p, a))","def b(t, p, a):

    a = [x - 1 for x in a]

    f = 0
    c = 0
    d = 0

    while f < len(t) and c < len(p):

        if t[f] == p[c]:
            c += 1

        f += 1
        d += 1

        if f in a[:d]:
            continue
        else:
            break

    return d - (len(p) - c)

def a():
    t = input().strip()
    p = input().strip()
    a = list(map(int, input().strip().split()))

    e = b(t, p, a)
    print(e)

if __name__ == ""__main__"":
    a()"
347,B,Fixed Points,PROGRAMMING,"['brute force', 'implementation', 'math']","A permutation of length *n* is an integer sequence such that each integer from 0 to (*n*<=-<=1) appears exactly once in it. For example, sequence [0,<=2,<=1] is a permutation of length 3 while both [0,<=2,<=2] and [1,<=2,<=3] are not.

A fixed point of a function is a point that is mapped to itself by the function. A permutation can be regarded as a bijective function. We'll get a definition of a fixed point in a permutation. An integer *i* is a fixed point of permutation *a*0,<=*a*1,<=...,<=*a**n*<=-<=1 if and only if *a**i*<==<=*i*. For example, permutation [0,<=2,<=1] has 1 fixed point and permutation [0,<=1,<=2] has 3 fixed points.

You are given permutation *a*. You are allowed to swap two elements of the permutation at most once. Your task is to maximize the number of fixed points in the resulting permutation. Note that you are allowed to make at most one swap operation.","The first line contains a single integer *n* (1<=≤<=*n*<=≤<=105). The second line contains *n* integers *a*0,<=*a*1,<=...,<=*a**n*<=-<=1 — the given permutation.",Print a single integer — the maximum possible number of fixed points in the permutation after at most one swap operation.,['5\n0 1 3 4 2\n'],['3\n'],none,TIME_LIMIT_EXCEEDED,"_ = input()
d = list(map(int, input().split(' ')))

def c(l: list) -> int:
    b = 0
    for i, e in enumerate(l):
        if i == e:
            b += 1
    return b

a = c(d)
m = 0
for i, e in enumerate(d):
    if i == e:
        continue
    if d.index(i) == e and d[e] == i:
        m = max(m, a + 2)
    else:
        m = max(m, a + 1)

print(m)","def c(n, a):
    a = sum(1 for i in range(n) if a[i] == i)
    b = a

    for i in range(n):
        if a[i] != i:

            d = a[i]
            if d < n and a[d] == i:
                b = max(b, a + 2)
                break

    if b == a:
        if a < n:
            b += 1

    return b

n = int(input())
a = list(map(int, input().split()))

print(c(n, a))"
